,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_4_prime_8,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.6045,0.5326,0.6044,0.4652,0.5679,0.5679,0.5965,0.5889,0.6045,0.4699,0.5713,0.955,0.7244,0.9296,0.6609,0.8312,0.8276,0.9107,0.8622,0.9742,0.8858,0.9299,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7437,0.6517,0.5817,0.4732,0.6365,0.5555,0.6877,0.6656,0.7378,0.735,0.7711,0.5997,0.5499,0.447,0.4417,0.4841,0.5246,0.5868,0.5613,0.5302,0.5865,0.5951
Condition_4_prime_9,0.388,0.3938,0.3597,0.2484,0.3119,0.3353,0.3286,0.3914,0.3602,0.388,0.3877,0.3251,0.3061,0.3414,0.2444,0.2785,0.2813,0.3246,0.2814,0.3259,0.3747,0.3275,0.5526,0.4741,0.5525,0.3985,0.5094,0.5094,0.5367,0.5304,0.5586,0.4181,0.5115,0.9043,0.6798,0.8605,0.6086,0.7879,0.8269,0.842,0.7937,0.8858,0.9742,0.8607,0.2325,0.2328,0.1602,0.1546,0.1992,0.2244,0.2325,0.206,0.2977,0.2602,0.2325,0.247,0.2307,0.2512,0.16,0.2104,0.193,0.2465,0.2423,0.2642,0.2555,0.2771,0.3186,0.2833,0.3314,0.2119,0.276,0.2443,0.3175,0.2484,0.2816,0.3202,0.3072,0.278,0.2779,0.2545,0.2319,0.2699,0.2365,0.3619,0.2897,0.2859,0.2848,0.2895,0.6999,0.595,0.5549,0.4725,0.6024,0.5297,0.6909,0.6053,0.6807,0.7899,0.7024,0.5316,0.4901,0.3947,0.3975,0.416,0.4647,0.5188,0.4934,0.4782,0.5265,0.5272
Condition_4_prime_10,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.5933,0.5325,0.5932,0.4651,0.5619,0.5619,0.5904,0.5888,0.5933,0.4639,0.5713,0.9299,0.7244,0.9296,0.6609,0.8259,0.8026,0.9106,0.8622,0.9299,0.8607,0.9742,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7385,0.6465,0.5626,0.4732,0.6364,0.5365,0.6826,0.6656,0.7326,0.7159,0.7711,0.5997,0.5499,0.4471,0.4417,0.4841,0.5246,0.5868,0.5613,0.5302,0.5865,0.5951
Condition_5,0.7063,0.4209,0.6621,0.6218,0.6391,0.7063,0.6217,0.5498,0.6544,0.7063,0.7063,0.683,0.5728,0.5464,0.4979,0.6112,0.629,0.683,0.5987,0.683,0.5822,0.683,0.1753,0.1753,0.1753,0.1234,0.1753,0.1753,0.1753,0.1753,0.1753,0.1753,0.1753,0.2344,0.2344,0.2344,0.1825,0.2344,0.2325,0.2344,0.2344,0.2344,0.2325,0.2344,0.9742,0.8499,0.7533,0.8273,0.8504,0.8818,0.9742,0.8879,0.7879,0.8972,0.9699,0.9137,0.784,0.7771,0.7057,0.8143,0.8309,0.9137,0.7934,0.7307,0.8834,0.8376,0.6692,0.5702,0.6611,0.4612,0.6463,0.6545,0.6692,0.585,0.6174,0.6692,0.6803,0.8794,0.7556,0.855,0.7322,0.7555,0.8141,0.7149,0.7781,0.795,0.855,0.8237,0.3704,0.21,0.2342,0.324,0.3704,0.3112,0.3685,0.3704,0.3704,0.2924,0.2942,0.3334,0.2573,0.1973,0.3334,0.2892,0.3334,0.3334,0.3334,0.2815,0.257,0.2573
Condition_5_prime_1,0.5829,0.5451,0.5387,0.4984,0.5293,0.5829,0.4982,0.4263,0.531,0.5829,0.5829,0.573,0.5824,0.4364,0.4981,0.5106,0.519,0.573,0.4887,0.573,0.4722,0.573,0.1755,0.1755,0.1755,0.1236,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.2347,0.3585,0.2347,0.1829,0.2347,0.2328,0.2347,0.2347,0.2347,0.2328,0.2347,0.8499,0.9742,0.6294,0.7033,0.7397,0.7575,0.8499,0.7641,0.6641,0.7737,0.8459,0.7902,0.7978,0.6536,0.7059,0.7043,0.7074,0.7902,0.6699,0.6072,0.7599,0.7141,0.5458,0.5841,0.5377,0.4616,0.5364,0.5311,0.5458,0.4616,0.494,0.5458,0.5569,0.756,0.8798,0.7316,0.6086,0.6457,0.6907,0.7152,0.6546,0.6716,0.7316,0.7001,0.3707,0.3341,0.2346,0.3241,0.3707,0.3114,0.3688,0.3707,0.3707,0.2927,0.2946,0.3338,0.2576,0.1976,0.3338,0.2895,0.3338,0.3338,0.3338,0.2819,0.2571,0.2576
Condition_5_prime_2,0.5529,0.3726,0.5605,0.5368,0.5057,0.5214,0.5837,0.4759,0.5006,0.5529,0.5529,0.497,0.3971,0.5362,0.4124,0.4428,0.4606,0.497,0.5285,0.4969,0.4277,0.497,0.1351,0.1351,0.1351,0.0671,0.1351,0.1351,0.1351,0.1351,0.1351,0.1351,0.1351,0.1661,0.1661,0.1661,0.0981,0.1661,0.1602,0.1661,0.1661,0.1661,0.1602,0.1661,0.7533,0.6294,0.9742,0.6299,0.653,0.6771,0.7533,0.7413,0.7115,0.7456,0.7528,0.736,0.604,0.8032,0.6366,0.6469,0.6672,0.736,0.7189,0.5983,0.7117,0.704,0.5244,0.4172,0.5053,0.4087,0.4771,0.4697,0.5244,0.5326,0.4565,0.5244,0.5488,0.6985,0.5747,0.6802,0.6736,0.5906,0.6386,0.5919,0.7754,0.64,0.6875,0.6465,0.3346,0.2422,0.2666,0.3275,0.3346,0.3035,0.3287,0.3346,0.3346,0.2363,0.2422,0.2749,0.1825,0.207,0.2749,0.2749,0.2749,0.2749,0.2749,0.207,0.1813,0.1825
Condition_5_prime_3,0.5999,0.3315,0.5629,0.5237,0.5399,0.5999,0.5237,0.4519,0.5999,0.5999,0.5999,0.5768,0.5021,0.4556,0.3999,0.559,0.5768,0.5768,0.5089,0.5768,0.476,0.5768,0.1073,0.1515,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1554,0.1996,0.1554,0.3024,0.1554,0.1546,0.1554,0.1554,0.1554,0.1546,0.1554,0.8273,0.7033,0.6299,0.9742,0.8031,0.7754,0.8273,0.8001,0.6491,0.759,0.8244,0.7817,0.699,0.6605,0.5818,0.7588,0.7706,0.7817,0.6768,0.665,0.7574,0.7138,0.5695,0.5089,0.5637,0.3697,0.5466,0.5584,0.5695,0.4934,0.5695,0.5695,0.5777,0.7821,0.6584,0.7821,0.66,0.6993,0.7567,0.5904,0.6609,0.7223,0.7578,0.703,0.2753,0.1312,0.1992,0.2374,0.2753,0.2272,0.2745,0.2753,0.2753,0.2065,0.2073,0.2449,0.177,0.1688,0.2449,0.208,0.2449,0.2449,0.245,0.2449,0.1769,0.177
Condition_5_prime_4,0.6234,0.3679,0.5864,0.5471,0.5864,0.6234,0.547,0.4835,0.5792,0.6234,0.6234,0.6231,0.5373,0.5019,0.4367,0.6053,0.6231,0.6231,0.547,0.6231,0.5223,0.6231,0.1528,0.1528,0.1528,0.1087,0.1528,0.1528,0.1528,0.1528,0.1528,0.1528,0.1528,0.2011,0.2011,0.2011,0.1569,0.2011,0.1992,0.2011,0.2011,0.2011,0.1992,0.2011,0.8504,0.7397,0.653,0.8031,0.9742,0.7986,0.8504,0.7791,0.6817,0.7816,0.8474,0.8038,0.7359,0.6826,0.6175,0.8038,0.7927,0.8038,0.6989,0.6429,0.7794,0.7359,0.593,0.5251,0.5872,0.4067,0.593,0.5819,0.593,0.5169,0.5488,0.593,0.6012,0.8049,0.6947,0.7607,0.6743,0.745,0.7722,0.6267,0.6835,0.7009,0.7805,0.7255,0.3209,0.1768,0.2006,0.2817,0.3209,0.2727,0.319,0.3209,0.3209,0.2511,0.253,0.2906,0.2226,0.1703,0.2906,0.2536,0.2906,0.2906,0.2906,0.2464,0.2223,0.2226
Condition_5_prime_5,0.622,0.3529,0.5778,0.5457,0.5548,0.622,0.5456,0.4655,0.5701,0.622,0.622,0.5987,0.5129,0.4703,0.4218,0.5593,0.5772,0.5987,0.5226,0.5987,0.4979,0.5987,0.1672,0.1672,0.1672,0.1153,0.1672,0.1672,0.1672,0.1672,0.1672,0.1672,0.1672,0.2263,0.2263,0.2263,0.1744,0.2263,0.2244,0.2263,0.2263,0.2263,0.2244,0.2263,0.8818,0.7575,0.6771,0.7754,0.7986,0.9742,0.8818,0.7955,0.7036,0.8129,0.8775,0.8213,0.7161,0.6929,0.6214,0.7625,0.7791,0.8213,0.7092,0.6383,0.791,0.7534,0.585,0.494,0.5768,0.3851,0.562,0.5702,0.585,0.5088,0.5331,0.585,0.5961,0.7949,0.6712,0.7705,0.6559,0.7037,0.7699,0.6306,0.6938,0.7107,0.7706,0.7394,0.2942,0.1502,0.1663,0.2479,0.2942,0.2351,0.2923,0.2942,0.2942,0.2244,0.2263,0.2573,0.1893,0.1293,0.2573,0.2131,0.2573,0.2573,0.2573,0.2054,0.189,0.1893
Condition_5_prime_6,0.7063,0.4209,0.6621,0.6218,0.6391,0.7063,0.6217,0.5498,0.6544,0.7063,0.7063,0.683,0.5728,0.5464,0.4979,0.6112,0.629,0.683,0.5987,0.683,0.5822,0.683,0.1753,0.1753,0.1753,0.1234,0.1753,0.1753,0.1753,0.1753,0.1753,0.1753,0.1753,0.2344,0.2344,0.2344,0.1825,0.2344,0.2325,0.2344,0.2344,0.2344,0.2325,0.2344,0.9742,0.8499,0.7533,0.8273,0.8504,0.8818,0.9742,0.8879,0.7879,0.8972,0.9699,0.9137,0.784,0.7771,0.7057,0.8143,0.8309,0.9137,0.7934,0.7307,0.8834,0.8376,0.6692,0.5702,0.6611,0.4612,0.6463,0.6545,0.6692,0.585,0.6174,0.6692,0.6803,0.8794,0.7556,0.855,0.7322,0.7555,0.8141,0.7149,0.778,0.795,0.855,0.8237,0.3704,0.21,0.2343,0.324,0.3704,0.3112,0.3685,0.3704,0.3704,0.2924,0.2943,0.3334,0.2573,0.1973,0.3334,0.2892,0.3334,0.3334,0.3334,0.2816,0.257,0.2573
Condition_5_prime_7,0.6921,0.4052,0.6403,0.5925,0.6173,0.6772,0.6071,0.5237,0.6921,0.6921,0.6921,0.6534,0.5432,0.5241,0.4683,0.5893,0.6072,0.6534,0.5841,0.6534,0.5675,0.6534,0.1352,0.1352,0.1352,0.1352,0.1352,0.1352,0.1393,0.1352,0.1352,0.1352,0.1352,0.2119,0.2119,0.2119,0.2119,0.2119,0.206,0.2119,0.2119,0.2119,0.206,0.2119,0.8879,0.7641,0.7413,0.8001,0.7791,0.7955,0.8879,0.9742,0.7797,0.8542,0.8916,0.8644,0.7314,0.7351,0.6564,0.7735,0.7857,0.8644,0.7513,0.7785,0.8644,0.8032,0.6478,0.5487,0.633,0.4397,0.6248,0.6234,0.6478,0.5635,0.6478,0.6478,0.6669,0.8401,0.7163,0.8591,0.6933,0.7161,0.7722,0.682,0.7373,0.814,0.8453,0.7658,0.3478,0.1874,0.2636,0.2921,0.3478,0.2711,0.3419,0.3478,0.3478,0.2658,0.2717,0.3037,0.2276,0.2194,0.3037,0.2518,0.3037,0.3037,0.3037,0.3037,0.2268,0.2276
Condition_5_prime_8,0.5886,0.4015,0.5444,0.4644,0.4905,0.541,0.5273,0.556,0.5444,0.5886,0.5886,0.5266,0.5009,0.4292,0.3403,0.4714,0.4808,0.5266,0.4734,0.5266,0.5742,0.5266,0.2172,0.2172,0.2172,0.1492,0.2172,0.2172,0.2172,0.2172,0.2172,0.2172,0.2172,0.3019,0.3019,0.3019,0.2339,0.3019,0.2977,0.3019,0.3019,0.3019,0.2977,0.3019,0.7879,0.6641,0.7115,0.6491,0.6817,0.7036,0.7879,0.7797,0.9742,0.8629,0.7875,0.7562,0.7069,0.6808,0.5645,0.6692,0.672,0.7562,0.7651,0.6366,0.7259,0.802,0.5685,0.5384,0.5537,0.3523,0.5141,0.5033,0.5685,0.476,0.5005,0.5685,0.5876,0.7183,0.5945,0.6991,0.5684,0.6119,0.6502,0.7149,0.652,0.6606,0.6991,0.7419,0.378,0.2856,0.2176,0.3132,0.378,0.2933,0.3739,0.378,0.378,0.3739,0.378,0.3262,0.3262,0.1658,0.3262,0.2663,0.3262,0.3262,0.3262,0.2582,0.3254,0.3262
Condition_5_prime_9,0.6714,0.4615,0.6196,0.5634,0.5805,0.6404,0.5872,0.5056,0.6115,0.6714,0.6714,0.6173,0.5832,0.504,0.4403,0.5537,0.5715,0.6173,0.564,0.6172,0.5475,0.6173,0.1913,0.1913,0.1913,0.1315,0.1913,0.1913,0.1913,0.1913,0.1913,0.1913,0.1913,0.263,0.263,0.263,0.2032,0.263,0.2602,0.263,0.263,0.263,0.2602,0.263,0.8972,0.7737,0.7456,0.759,0.7816,0.8129,0.8972,0.8542,0.8629,0.9742,0.8962,0.8516,0.798,0.7532,0.6598,0.7604,0.7726,0.8516,0.8455,0.6998,0.8213,0.8974,0.6267,0.6038,0.6156,0.4186,0.6038,0.6076,0.6267,0.5424,0.5669,0.6267,0.6415,0.8173,0.6935,0.7929,0.6696,0.7013,0.7554,0.7744,0.7375,0.7545,0.793,0.8419,0.331,0.2467,0.1869,0.2763,0.331,0.2591,0.3281,0.331,0.331,0.3281,0.331,0.287,0.287,0.1429,0.287,0.235,0.287,0.287,0.287,0.2271,0.287,0.287
Condition_5_prime_10,0.7079,0.4218,0.6637,0.6236,0.6407,0.7079,0.6231,0.5506,0.656,0.7079,0.7079,0.6844,0.5742,0.5478,0.4993,0.6126,0.6304,0.6844,0.6001,0.6844,0.5836,0.6844,0.1764,0.1764,0.1764,0.1246,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2354,0.2354,0.2354,0.1835,0.2357,0.2325,0.2354,0.2354,0.2354,0.2325,0.2354,0.9699,0.8459,0.7528,0.8244,0.8474,0.8775,0.9699,0.8916,0.7875,0.8962,0.9742,0.9164,0.7867,0.7798,0.7084,0.817,0.8337,0.9164,0.7961,0.7334,0.8861,0.8403,0.6708,0.5718,0.6627,0.4628,0.6479,0.6561,0.6708,0.5866,0.619,0.6708,0.6819,0.8827,0.7589,0.8583,0.7344,0.7589,0.8174,0.7182,0.7816,0.7983,0.8583,0.8268,0.3713,0.2109,0.2352,0.3238,0.3713,0.3124,0.3685,0.3713,0.3713,0.2924,0.2952,0.3344,0.2582,0.1982,0.3344,0.2902,0.3344,0.3344,0.3344,0.2825,0.2578,0.2582
Condition_6,0.748,0.4591,0.7049,0.6572,0.6808,0.7456,0.6648,0.5803,0.6957,0.748,0.7456,0.7261,0.612,0.5895,0.5372,0.6526,0.6721,0.7244,0.6419,0.7248,0.6253,0.7244,0.1814,0.1814,0.1814,0.1295,0.1814,0.1814,0.1814,0.1814,0.1814,0.1814,0.1814,0.2552,0.2552,0.2552,0.2033,0.2551,0.247,0.2552,0.2552,0.2552,0.247,0.2552,0.9137,0.7902,0.736,0.7817,0.8038,0.8213,0.9137,0.8644,0.7562,0.8516,0.9164,0.9742,0.812,0.8376,0.7523,0.8504,0.8818,0.9714,0.8531,0.7912,0.9439,0.8953,0.7092,0.6101,0.69,0.4999,0.6862,0.6848,0.7092,0.6241,0.6573,0.7092,0.7092,0.9086,0.7848,0.9055,0.756,0.7846,0.8261,0.7663,0.827,0.8475,0.9057,0.8673,0.391,0.2307,0.2549,0.3387,0.391,0.3183,0.3829,0.391,0.391,0.3067,0.3149,0.3546,0.2784,0.2184,0.3546,0.3096,0.3546,0.3546,0.3546,0.3027,0.2784,0.2784
Condition_6_prime_1,0.6102,0.5448,0.566,0.5317,0.566,0.6102,0.5341,0.4584,0.5577,0.6102,0.6102,0.6102,0.7411,0.4817,0.4234,0.5629,0.5807,0.6102,0.5341,0.6097,0.5094,0.6102,0.1691,0.2076,0.1691,0.1172,0.1691,0.1691,0.1691,0.1691,0.1691,0.1691,0.1691,0.2348,0.397,0.2348,0.1911,0.2347,0.2307,0.2348,0.2348,0.2348,0.2307,0.2348,0.784,0.7978,0.604,0.699,0.7359,0.7161,0.784,0.7314,0.7069,0.798,0.7867,0.812,0.9742,0.6835,0.6251,0.7743,0.7551,0.8119,0.7675,0.6433,0.7876,0.8119,0.5719,0.7342,0.5572,0.3851,0.5719,0.5528,0.5719,0.4955,0.5201,0.5719,0.5719,0.7794,0.793,0.7502,0.6475,0.7113,0.7268,0.6997,0.6799,0.6912,0.7563,0.791,0.2946,0.3422,0.1666,0.2463,0.2946,0.2293,0.2905,0.2946,0.2946,0.2905,0.2946,0.2578,0.2578,0.1298,0.2578,0.2133,0.2578,0.2578,0.2578,0.2059,0.2578,0.2578
Condition_6_prime_2,0.6906,0.3949,0.7017,0.5598,0.6353,0.636,0.6094,0.5701,0.6411,0.6906,0.6882,0.618,0.4836,0.6863,0.4332,0.5384,0.5683,0.6148,0.5778,0.6175,0.5737,0.6148,0.2191,0.2191,0.2191,0.1593,0.2191,0.2191,0.2191,0.2191,0.2191,0.219,0.219,0.266,0.266,0.2679,0.2061,0.2658,0.2512,0.266,0.266,0.266,0.2512,0.266,0.7771,0.6536,0.8032,0.6605,0.6826,0.6929,0.7771,0.7351,0.6808,0.7532,0.7798,0.8376,0.6835,0.9742,0.6401,0.7292,0.7606,0.8348,0.8747,0.7675,0.8376,0.823,0.6494,0.5302,0.6191,0.4291,0.6092,0.5962,0.6485,0.5548,0.5896,0.6494,0.6456,0.7792,0.6554,0.7689,0.756,0.6634,0.7116,0.7004,0.8875,0.7493,0.7763,0.7573,0.418,0.2414,0.2658,0.4033,0.418,0.3729,0.4033,0.418,0.418,0.319,0.3338,0.3669,0.2827,0.2147,0.3669,0.3657,0.3669,0.3669,0.3669,0.3071,0.2827,0.2827
Condition_6_prime_3,0.5464,0.458,0.5022,0.7162,0.4765,0.5297,0.5464,0.3837,0.4943,0.5464,0.546,0.5207,0.4277,0.4004,0.721,0.4665,0.4749,0.5207,0.537,0.5207,0.4362,0.5207,0.0948,0.0948,0.0948,0.0429,0.0948,0.0948,0.0948,0.0948,0.0948,0.0948,0.0948,0.1659,0.1659,0.1659,0.114,0.1659,0.16,0.1659,0.1659,0.1659,0.16,0.1659,0.7057,0.7059,0.6366,0.5818,0.6175,0.6214,0.7057,0.6564,0.5645,0.6598,0.7084,0.7523,0.6251,0.6401,0.9742,0.6613,0.668,0.7523,0.6477,0.5937,0.7219,0.6924,0.5081,0.4145,0.489,0.7028,0.4906,0.4756,0.5081,0.5076,0.4563,0.5081,0.5081,0.7004,0.7004,0.6905,0.5478,0.5981,0.6262,0.7036,0.6281,0.6316,0.6905,0.658,0.3181,0.2338,0.2662,0.268,0.318,0.2587,0.3122,0.3181,0.3181,0.2279,0.2338,0.2814,0.257,0.2295,0.2814,0.2367,0.2814,0.2814,0.2814,0.2295,0.1972,0.1972
Condition_6_prime_4,0.6545,0.396,0.6175,0.5747,0.7412,0.6537,0.5783,0.5067,0.6093,0.6545,0.6537,0.6545,0.5675,0.5332,0.4669,0.7468,0.6545,0.6544,0.5783,0.6536,0.5536,0.6545,0.1566,0.1566,0.1566,0.1124,0.1566,0.1566,0.1566,0.1566,0.1566,0.1566,0.1566,0.2162,0.2162,0.2162,0.172,0.2162,0.2104,0.2162,0.2162,0.2162,0.2104,0.2162,0.8143,0.7043,0.6469,0.7588,0.8038,0.7625,0.8143,0.7735,0.6692,0.7604,0.817,0.8504,0.7743,0.7292,0.6613,0.9742,0.8313,0.8504,0.745,0.6895,0.8261,0.7825,0.6222,0.5542,0.6074,0.4351,0.7459,0.603,0.6222,0.5456,0.578,0.6222,0.6222,0.8446,0.7344,0.8015,0.7086,0.7846,0.7948,0.6683,0.7228,0.7437,0.8215,0.7597,0.336,0.1919,0.2157,0.2932,0.336,0.277,0.3301,0.336,0.336,0.2622,0.268,0.306,0.238,0.1857,0.306,0.2685,0.306,0.306,0.306,0.2618,0.238,0.238
Condition_6_prime_5,0.6696,0.397,0.6338,0.587,0.6097,0.6673,0.5946,0.5092,0.625,0.6696,0.6673,0.6478,0.5581,0.5266,0.467,0.6282,0.6478,0.6461,0.5717,0.6464,0.547,0.6461,0.1589,0.1589,0.1589,0.1147,0.1589,0.1631,0.1589,0.1589,0.1589,0.1589,0.1589,0.2011,0.2011,0.2011,0.1569,0.201,0.193,0.2011,0.2011,0.2011,0.193,0.2011,0.8309,0.7074,0.6672,0.7706,0.7927,0.7791,0.8309,0.7857,0.672,0.7726,0.8337,0.8818,0.7551,0.7606,0.668,0.8313,0.9742,0.879,0.7761,0.7124,0.8574,0.811,0.6375,0.5466,0.6183,0.4364,0.6145,0.7299,0.6375,0.5606,0.5933,0.6375,0.6375,0.8568,0.7331,0.8287,0.7124,0.7654,0.8114,0.682,0.75,0.7709,0.8488,0.8074,0.3208,0.1768,0.2005,0.2757,0.3208,0.2798,0.3127,0.3208,0.3208,0.2447,0.2529,0.291,0.2231,0.1707,0.291,0.2533,0.291,0.291,0.291,0.2468,0.2231,0.2231
Condition_6_prime_6,0.7463,0.4563,0.7021,0.6572,0.6792,0.7456,0.6621,0.5783,0.6935,0.7463,0.7456,0.7234,0.612,0.5868,0.5371,0.6516,0.6694,0.7262,0.6391,0.7225,0.6226,0.7234,0.1813,0.1813,0.1813,0.1295,0.1813,0.1813,0.1813,0.1813,0.1813,0.1813,0.1813,0.2547,0.2547,0.2547,0.2028,0.2546,0.2465,0.2547,0.2547,0.2547,0.2465,0.2547,0.9137,0.7902,0.736,0.7817,0.8038,0.8213,0.9137,0.8644,0.7562,0.8516,0.9164,0.9714,0.8119,0.8348,0.7523,0.8504,0.879,0.9742,0.8506,0.7884,0.9411,0.8953,0.7074,0.6083,0.6882,0.4986,0.6844,0.683,0.7102,0.6227,0.6555,0.7074,0.7074,0.9086,0.7848,0.9055,0.756,0.7846,0.8261,0.7663,0.827,0.8475,0.9057,0.8673,0.3906,0.2302,0.2545,0.3382,0.3906,0.3179,0.3824,0.3906,0.3906,0.3063,0.3145,0.3539,0.2778,0.2178,0.3539,0.3092,0.3539,0.3539,0.3539,0.3021,0.2778,0.2778
Condition_6_prime_7,0.6901,0.4831,0.7009,0.5675,0.651,0.652,0.6167,0.5681,0.6401,0.6901,0.6879,0.6335,0.5675,0.587,0.4409,0.5542,0.5838,0.6306,0.5851,0.6327,0.5709,0.6306,0.2111,0.2111,0.2111,0.1513,0.2111,0.2111,0.2111,0.2111,0.2111,0.211,0.211,0.2571,0.2571,0.2571,0.1972,0.2568,0.2423,0.2571,0.2571,0.2571,0.2423,0.2571,0.7934,0.6699,0.7189,0.6768,0.6989,0.7092,0.7934,0.7513,0.7651,0.8455,0.7961,0.8531,0.7675,0.8747,0.6477,0.745,0.7761,0.8506,0.9742,0.7635,0.8527,0.9149,0.6468,0.6219,0.6165,0.4362,0.6231,0.6099,0.6461,0.5626,0.587,0.6468,0.6448,0.7954,0.6716,0.7851,0.6798,0.6796,0.7278,0.7845,0.795,0.7653,0.7925,0.8496,0.3247,0.2405,0.1807,0.31,0.3246,0.2796,0.31,0.3247,0.3247,0.31,0.3247,0.2741,0.2741,0.13,0.2741,0.2741,0.2741,0.2741,0.2741,0.2143,0.2741,0.2741
Condition_6_prime_8,0.7944,0.517,0.7675,0.6446,0.6868,0.7288,0.735,0.6311,0.8271,0.7944,0.7921,0.7027,0.5602,0.652,0.518,0.6154,0.6453,0.6995,0.6732,0.7024,0.6778,0.7106,0.1641,0.1641,0.1641,0.1641,0.1641,0.1641,0.1641,0.1641,0.1641,0.1639,0.1639,0.2834,0.2834,0.2834,0.2834,0.2829,0.2642,0.2834,0.2834,0.2834,0.2642,0.2834,0.7307,0.6072,0.5983,0.665,0.6429,0.6383,0.7307,0.7785,0.6366,0.6998,0.7334,0.7912,0.6433,0.7675,0.5937,0.6895,0.7124,0.7884,0.7635,0.9742,0.8215,0.7696,0.7786,0.6475,0.7449,0.5549,0.7187,0.7051,0.7743,0.6815,0.782,0.7819,0.7713,0.7392,0.6154,0.7744,0.6023,0.6236,0.6692,0.6555,0.6979,0.7558,0.7607,0.7109,0.4351,0.2584,0.3427,0.3561,0.4349,0.3199,0.4159,0.4351,0.4351,0.3316,0.3508,0.3851,0.3009,0.2927,0.3851,0.3224,0.3851,0.3851,0.3851,0.3851,0.3009,0.3009
