,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_8_prime_9,0.7737,0.4837,0.7367,0.6874,0.7138,0.7737,0.6866,0.6162,0.7293,0.7737,0.7737,0.7497,0.6394,0.6203,0.5644,0.7074,0.7252,0.7497,0.6654,0.7495,0.6488,0.7497,0.2296,0.2296,0.2296,0.1854,0.2296,0.2296,0.2296,0.2296,0.2296,0.1698,0.2296,0.293,0.293,0.293,0.2488,0.293,0.2848,0.293,0.293,0.293,0.2848,0.293,0.855,0.7316,0.6875,0.7578,0.7805,0.7706,0.855,0.8453,0.6991,0.793,0.8583,0.9057,0.7563,0.7763,0.6905,0.8215,0.8488,0.9057,0.7925,0.7607,0.9057,0.8296,0.6828,0.5837,0.6636,0.4746,0.6598,0.6584,0.6828,0.5984,0.6386,0.6828,0.6828,0.9498,0.8261,0.9298,0.7948,0.8261,0.8626,0.7735,0.8429,0.8618,0.9742,0.8709,0.3611,0.2007,0.2327,0.3131,0.3611,0.2979,0.3529,0.3611,0.3611,0.2768,0.285,0.3309,0.2547,0.2024,0.3309,0.2938,0.3309,0.3309,0.3309,0.2867,0.2519,0.2547
Condition_8_prime_10,0.7207,0.5045,0.6765,0.6322,0.6535,0.7207,0.6364,0.5508,0.6686,0.7207,0.7235,0.6995,0.6549,0.5629,0.5142,0.6225,0.6403,0.6995,0.6152,0.6993,0.5987,0.6995,0.2522,0.2522,0.2522,0.2003,0.2522,0.2522,0.2522,0.2522,0.2522,0.1842,0.2522,0.3006,0.3006,0.3006,0.2487,0.3006,0.2895,0.3006,0.3006,0.3006,0.2895,0.3006,0.8237,0.7001,0.6465,0.703,0.7255,0.7394,0.8237,0.7658,0.7419,0.8419,0.8268,0.8673,0.791,0.7573,0.658,0.7597,0.8074,0.8673,0.8496,0.7109,0.8554,0.8939,0.615,0.592,0.5906,0.4068,0.592,0.615,0.615,0.5306,0.5631,0.615,0.615,0.877,0.7533,0.8707,0.7239,0.7614,0.7979,0.8436,0.8247,0.84,0.8709,0.9742,0.2925,0.2082,0.1564,0.2372,0.2925,0.2442,0.2814,0.2925,0.2925,0.2814,0.2925,0.2556,0.2556,0.1195,0.2556,0.2113,0.2556,0.2556,0.2556,0.2037,0.2556,0.2556
Condition_9,0.4884,0.4157,0.4659,0.3392,0.4042,0.4224,0.4431,0.4749,0.4661,0.4884,0.4881,0.4077,0.3061,0.4415,0.3315,0.3495,0.3559,0.4072,0.3765,0.4083,0.4697,0.4146,0.4325,0.4057,0.4325,0.317,0.4138,0.4138,0.4232,0.4229,0.4325,0.4082,0.404,0.7616,0.6089,0.7384,0.5454,0.7481,0.667,0.7194,0.6918,0.7437,0.6999,0.7385,0.3704,0.3707,0.3346,0.2753,0.3209,0.2942,0.3704,0.3478,0.378,0.331,0.3713,0.391,0.2946,0.418,0.3181,0.336,0.3208,0.3906,0.3247,0.4351,0.4023,0.3561,0.5159,0.3838,0.5359,0.4188,0.4504,0.4253,0.5148,0.4693,0.4862,0.5175,0.4979,0.352,0.3519,0.3308,0.3001,0.3357,0.3009,0.3649,0.3769,0.3649,0.3611,0.2925,0.9742,0.7247,0.7469,0.667,0.8484,0.737,0.8885,0.8769,0.955,0.7884,0.8159,0.7788,0.6426,0.6184,0.6349,0.6454,0.7178,0.7659,0.7561,0.7012,0.6469,0.6475
Condition_9_prime_1,0.3118,0.5765,0.2893,0.2549,0.2438,0.2621,0.3507,0.2817,0.2895,0.3118,0.3115,0.2473,0.3402,0.2649,0.2473,0.2054,0.2118,0.2468,0.2922,0.248,0.293,0.2542,0.324,0.309,0.324,0.2136,0.3104,0.3104,0.316,0.3144,0.324,0.2996,0.2968,0.6561,0.6283,0.6465,0.4352,0.6233,0.5568,0.628,0.6009,0.6517,0.595,0.6465,0.21,0.3341,0.2422,0.1312,0.1768,0.1502,0.21,0.1874,0.2856,0.2467,0.2109,0.2307,0.3422,0.2414,0.2338,0.1919,0.1768,0.2302,0.2405,0.2584,0.242,0.2719,0.3393,0.4233,0.3593,0.3264,0.29,0.265,0.3382,0.3769,0.3096,0.3409,0.3212,0.1916,0.3154,0.1704,0.1397,0.1917,0.1568,0.2725,0.2003,0.2046,0.2007,0.2082,0.7247,0.9742,0.658,0.456,0.6226,0.5112,0.6537,0.6429,0.7144,0.6959,0.7344,0.553,0.5413,0.5339,0.4239,0.4426,0.5068,0.54,0.5303,0.4835,0.5573,0.5578
Condition_9_prime_2,0.3362,0.3396,0.3137,0.2873,0.268,0.2863,0.3751,0.3061,0.3737,0.3362,0.3359,0.2716,0.1781,0.2893,0.2796,0.2292,0.2356,0.2711,0.3167,0.2722,0.3174,0.2784,0.2691,0.2113,0.269,0.2351,0.2558,0.2535,0.2558,0.2595,0.2751,0.2448,0.2885,0.5975,0.4034,0.5623,0.431,0.5351,0.4857,0.5475,0.5041,0.5817,0.5549,0.5626,0.2342,0.2346,0.2666,0.1992,0.2006,0.1663,0.2343,0.2636,0.2176,0.1869,0.2352,0.2549,0.1666,0.2658,0.2662,0.2157,0.2005,0.2545,0.1807,0.3427,0.2662,0.212,0.3556,0.2316,0.3756,0.3509,0.3063,0.2812,0.3545,0.3931,0.3938,0.3571,0.3457,0.2235,0.2235,0.2465,0.1789,0.2154,0.1878,0.2126,0.2327,0.2807,0.2327,0.1564,0.7469,0.658,0.9742,0.4725,0.6441,0.5928,0.6821,0.6566,0.7307,0.6879,0.6515,0.5938,0.4478,0.7222,0.4484,0.4816,0.523,0.5815,0.556,0.6486,0.4953,0.5257
Condition_9_prime_3,0.3974,0.2931,0.4164,0.2721,0.365,0.3479,0.3529,0.4505,0.3568,0.3974,0.3971,0.3487,0.2537,0.4172,0.2762,0.3014,0.3042,0.3483,0.3055,0.3494,0.3986,0.3512,0.2754,0.2673,0.2754,0.1948,0.2754,0.2754,0.2763,0.2709,0.2754,0.2562,0.2543,0.4732,0.419,0.4732,0.3487,0.4732,0.4732,0.4568,0.4425,0.4732,0.4725,0.4732,0.324,0.3241,0.3275,0.2374,0.2817,0.2479,0.324,0.2921,0.3132,0.2763,0.3238,0.3387,0.2463,0.4033,0.268,0.2932,0.2757,0.3382,0.31,0.3561,0.347,0.2931,0.3948,0.2848,0.4016,0.3095,0.349,0.3121,0.3937,0.3327,0.3437,0.3963,0.3885,0.3072,0.3072,0.2756,0.4532,0.291,0.2652,0.2978,0.363,0.2979,0.3131,0.2372,0.667,0.456,0.4725,0.9742,0.647,0.5697,0.6568,0.6246,0.6611,0.556,0.5579,0.5198,0.4066,0.3826,0.4858,0.5102,0.5065,0.5069,0.4971,0.4585,0.4492,0.3979
Condition_9_prime_4,0.4884,0.4157,0.4659,0.3392,0.4041,0.4224,0.443,0.4747,0.466,0.4884,0.4881,0.4076,0.3061,0.4414,0.3315,0.3495,0.3558,0.4072,0.3765,0.4083,0.4695,0.4145,0.3627,0.3627,0.3626,0.2785,0.3627,0.3627,0.3586,0.3627,0.3627,0.3627,0.3586,0.6543,0.5728,0.6364,0.5093,0.6542,0.5818,0.618,0.6112,0.6365,0.6024,0.6364,0.3704,0.3707,0.3346,0.2753,0.3209,0.2942,0.3704,0.3478,0.378,0.331,0.3713,0.391,0.2946,0.418,0.318,0.336,0.3208,0.3906,0.3246,0.4349,0.4023,0.3561,0.5158,0.3837,0.5356,0.4187,0.4503,0.4248,0.5147,0.4692,0.4857,0.5172,0.4978,0.352,0.3519,0.3308,0.3001,0.3357,0.3009,0.3649,0.3769,0.3649,0.3611,0.2925,0.8484,0.6226,0.6441,0.647,0.9742,0.6743,0.7714,0.7934,0.8293,0.6813,0.7185,0.6942,0.5828,0.5395,0.633,0.6062,0.6826,0.6831,0.6756,0.6224,0.5741,0.5754
Condition_9_prime_5,0.3885,0.2767,0.407,0.2838,0.3561,0.3397,0.3199,0.423,0.3474,0.3885,0.3882,0.325,0.2334,0.3826,0.2676,0.2823,0.2864,0.3245,0.2766,0.3257,0.3697,0.3289,0.4287,0.3976,0.4286,0.3348,0.4235,0.4235,0.4176,0.4191,0.4346,0.4043,0.3984,0.5735,0.4263,0.5364,0.3628,0.5435,0.4843,0.5174,0.4818,0.5555,0.5297,0.5365,0.3112,0.3114,0.3035,0.2272,0.2727,0.2351,0.3112,0.2711,0.2933,0.2591,0.3124,0.3183,0.2293,0.3729,0.2587,0.277,0.2798,0.3179,0.2796,0.3199,0.322,0.268,0.3851,0.2686,0.3999,0.333,0.3396,0.3543,0.384,0.3223,0.334,0.3866,0.3714,0.2946,0.2946,0.2603,0.2797,0.2784,0.255,0.2799,0.3466,0.2799,0.2979,0.2442,0.737,0.5112,0.5928,0.5697,0.6743,0.9742,0.6598,0.648,0.7179,0.6396,0.605,0.5589,0.4296,0.4199,0.4768,0.5493,0.5295,0.546,0.5283,0.4894,0.4285,0.4371
Condition_9_prime_6,0.464,0.3854,0.4356,0.3244,0.3798,0.4032,0.4127,0.486,0.4358,0.464,0.4638,0.3929,0.2979,0.4172,0.3204,0.3384,0.3411,0.3924,0.3573,0.3936,0.4505,0.3954,0.3765,0.3417,0.3765,0.261,0.3578,0.3578,0.3713,0.3669,0.3765,0.3522,0.3522,0.6922,0.5635,0.6825,0.4923,0.663,0.6725,0.6739,0.6307,0.6877,0.6909,0.6826,0.3685,0.3688,0.3287,0.2745,0.319,0.2923,0.3685,0.3419,0.3739,0.3281,0.3685,0.3829,0.2905,0.4033,0.3122,0.3301,0.3127,0.3824,0.31,0.4159,0.3912,0.345,0.479,0.3594,0.4917,0.3885,0.4201,0.3884,0.4779,0.4251,0.442,0.4805,0.4675,0.3461,0.3461,0.3226,0.3001,0.3299,0.2968,0.3538,0.3677,0.3538,0.3529,0.2814,0.8885,0.6537,0.6821,0.6568,0.7714,0.6598,0.9742,0.8158,0.88,0.7878,0.7698,0.7344,0.5827,0.5729,0.5907,0.6009,0.6579,0.7217,0.6962,0.6567,0.5948,0.6033
Condition_9_prime_7,0.4884,0.4157,0.4659,0.3392,0.4042,0.4224,0.4431,0.4749,0.4661,0.4884,0.4881,0.4077,0.3061,0.4415,0.3315,0.3495,0.3559,0.4072,0.3765,0.4083,0.4697,0.4146,0.4087,0.3951,0.4087,0.3027,0.3951,0.3951,0.4075,0.4087,0.4087,0.3976,0.3963,0.6656,0.6086,0.6656,0.5451,0.6521,0.5922,0.6648,0.6656,0.6656,0.6053,0.6656,0.3704,0.3707,0.3346,0.2753,0.3209,0.2942,0.3704,0.3478,0.378,0.331,0.3713,0.391,0.2946,0.418,0.3181,0.336,0.3208,0.3906,0.3247,0.4351,0.4023,0.3561,0.5159,0.3838,0.5359,0.4188,0.4504,0.4253,0.5148,0.4693,0.4862,0.5175,0.4979,0.352,0.3519,0.3308,0.3001,0.3357,0.3009,0.3649,0.3769,0.3649,0.3611,0.2925,0.8769,0.6429,0.6566,0.6246,0.7934,0.648,0.8158,0.9742,0.874,0.7014,0.7666,0.7639,0.6277,0.5787,0.6653,0.6305,0.7029,0.751,0.744,0.6863,0.6337,0.6326
Condition_9_prime_8,0.4884,0.4157,0.4659,0.3392,0.4042,0.4224,0.4431,0.4749,0.4661,0.4884,0.4881,0.4077,0.3061,0.4415,0.3315,0.3495,0.3559,0.4072,0.3765,0.4083,0.4697,0.4146,0.4325,0.4057,0.4325,0.317,0.4138,0.4138,0.4232,0.4229,0.4325,0.4082,0.404,0.7425,0.607,0.7326,0.5426,0.7289,0.6611,0.7166,0.689,0.7378,0.6807,0.7326,0.3704,0.3707,0.3346,0.2753,0.3209,0.2942,0.3704,0.3478,0.378,0.331,0.3713,0.391,0.2946,0.418,0.3181,0.336,0.3208,0.3906,0.3247,0.4351,0.4023,0.3561,0.5159,0.3838,0.5359,0.4188,0.4504,0.4253,0.5148,0.4693,0.4862,0.5175,0.4979,0.352,0.3519,0.3308,0.3001,0.3357,0.3009,0.3649,0.3769,0.3649,0.3611,0.2925,0.955,0.7144,0.7307,0.6611,0.8293,0.7179,0.88,0.874,0.9742,0.7722,0.8118,0.7783,0.6424,0.6155,0.6348,0.6446,0.7176,0.7658,0.756,0.7004,0.6461,0.6474
Condition_9_prime_9,0.3798,0.3854,0.3513,0.2402,0.3037,0.3271,0.3203,0.3825,0.3516,0.3798,0.3795,0.3168,0.2979,0.3329,0.2362,0.2704,0.2732,0.3163,0.2731,0.3175,0.3662,0.3193,0.4015,0.3502,0.4012,0.2694,0.3743,0.3743,0.3963,0.3919,0.4074,0.3771,0.3771,0.7497,0.5605,0.7156,0.488,0.6733,0.6864,0.7025,0.6594,0.735,0.7899,0.7159,0.2924,0.2927,0.2363,0.2065,0.2511,0.2244,0.2924,0.2658,0.3739,0.3281,0.2924,0.3067,0.2905,0.319,0.2279,0.2622,0.2447,0.3063,0.31,0.3316,0.3151,0.345,0.3947,0.3594,0.4075,0.2961,0.3439,0.3122,0.3936,0.3327,0.3577,0.3963,0.3833,0.27,0.27,0.2465,0.224,0.2619,0.2288,0.3538,0.2816,0.2777,0.2768,0.2814,0.7884,0.6959,0.6879,0.556,0.6813,0.6396,0.7878,0.7014,0.7722,0.9742,0.806,0.6316,0.5905,0.5044,0.4897,0.507,0.5568,0.6194,0.594,0.5776,0.6356,0.6372
Condition_9_prime_10,0.4042,0.4157,0.3817,0.2549,0.328,0.3463,0.3507,0.3825,0.3819,0.4042,0.4039,0.3316,0.3061,0.3573,0.2473,0.2815,0.2879,0.3311,0.2922,0.3322,0.3854,0.3384,0.4577,0.4116,0.4577,0.3389,0.4357,0.4357,0.4558,0.4533,0.4577,0.4385,0.4366,0.7711,0.6089,0.7711,0.5454,0.7009,0.6566,0.7629,0.7328,0.7711,0.7024,0.7711,0.2942,0.2946,0.2422,0.2073,0.253,0.2263,0.2943,0.2717,0.378,0.331,0.2952,0.3149,0.2946,0.3338,0.2338,0.268,0.2529,0.3145,0.3247,0.3508,0.3262,0.3602,0.4317,0.3838,0.4517,0.3264,0.3743,0.3492,0.4306,0.3769,0.402,0.4333,0.4136,0.2758,0.2758,0.2548,0.224,0.2678,0.2329,0.3649,0.2927,0.2888,0.285,0.2925,0.8159,0.7344,0.6515,0.5579,0.7185,0.605,0.7698,0.7666,0.8118,0.806,0.9742,0.7005,0.6507,0.551,0.5341,0.5765,0.617,0.6876,0.6622,0.631,0.6968,0.7054
Condition_10,0.464,0.3937,0.4417,0.3162,0.3797,0.3993,0.4224,0.4588,0.4424,0.464,0.4577,0.3712,0.2693,0.3905,0.2949,0.3195,0.3261,0.3705,0.3328,0.3722,0.4263,0.3779,0.4959,0.4663,0.4959,0.39,0.4824,0.4824,0.4957,0.4959,0.4517,0.4597,0.4596,0.5997,0.5013,0.5997,0.4323,0.5542,0.51,0.5995,0.584,0.5997,0.5316,0.5997,0.3334,0.3338,0.2749,0.2449,0.2906,0.2573,0.3334,0.3037,0.3262,0.287,0.3344,0.3546,0.2578,0.3669,0.2814,0.306,0.291,0.3539,0.2741,0.3851,0.3662,0.3122,0.5559,0.4045,0.5897,0.44,0.4795,0.4591,0.5476,0.5027,0.5325,0.5521,0.5104,0.3217,0.3217,0.2939,0.2698,0.3055,0.2765,0.3208,0.3328,0.321,0.3309,0.2556,0.7788,0.553,0.5938,0.5198,0.6942,0.5589,0.7344,0.7639,0.7783,0.6316,0.7005,0.9742,0.7817,0.7269,0.7143,0.8313,0.8476,0.9346,0.8812,0.8818,0.804,0.7823
Condition_10_prime_1,0.3797,0.3937,0.3574,0.2918,0.3036,0.3232,0.33,0.3664,0.3582,0.3797,0.3735,0.2951,0.2693,0.3063,0.2704,0.2515,0.2581,0.2944,0.2486,0.2961,0.342,0.3018,0.4364,0.561,0.4364,0.344,0.4364,0.4364,0.4364,0.4364,0.3995,0.4079,0.4079,0.5499,0.4899,0.5499,0.4199,0.5418,0.4819,0.5499,0.5499,0.5499,0.4901,0.5499,0.2573,0.2576,0.1825,0.177,0.2226,0.1893,0.2573,0.2276,0.3262,0.287,0.2582,0.2784,0.2578,0.2827,0.257,0.238,0.2231,0.2778,0.2741,0.3009,0.2901,0.3122,0.4717,0.4045,0.5054,0.4156,0.4034,0.383,0.4633,0.4103,0.4483,0.4678,0.4262,0.2456,0.2455,0.2177,0.1937,0.2375,0.2086,0.3208,0.2486,0.2449,0.2547,0.2556,0.6426,0.5413,0.4478,0.4066,0.5828,0.4296,0.5827,0.6277,0.6424,0.5905,0.6507,0.7817,0.9742,0.5544,0.6135,0.6661,0.7468,0.7798,0.7493,0.6893,0.7297,0.745
Condition_10_prime_2,0.3076,0.3094,0.2836,0.2615,0.2395,0.2603,0.3485,0.2819,0.3442,0.3076,0.3027,0.2351,0.1413,0.2383,0.243,0.1992,0.2058,0.2344,0.273,0.2361,0.274,0.2418,0.3573,0.2502,0.3573,0.2952,0.3338,0.3338,0.3488,0.3276,0.2975,0.3425,0.2806,0.4471,0.3272,0.447,0.3531,0.407,0.3628,0.4463,0.4181,0.447,0.3947,0.4471,0.1973,0.1976,0.207,0.1688,0.1703,0.1293,0.1973,0.2194,0.1658,0.1429,0.1982,0.2184,0.1298,0.2147,0.2295,0.1857,0.1707,0.2178,0.13,0.2927,0.2301,0.1681,0.3874,0.2482,0.4182,0.3679,0.3295,0.3039,0.3813,0.4207,0.4254,0.3917,0.3501,0.1932,0.1932,0.2096,0.1486,0.1852,0.1634,0.1686,0.1885,0.2367,0.2024,0.1195,0.6184,0.5339,0.7222,0.3826,0.5395,0.4199,0.5729,0.5787,0.6155,0.5044,0.551,0.7269,0.5544,0.9742,0.5131,0.6244,0.6285,0.6938,0.6457,0.8122,0.7012,0.5725
Condition_10_prime_3,0.464,0.3937,0.4417,0.3162,0.3797,0.3993,0.4224,0.4588,0.4424,0.464,0.4577,0.3712,0.2693,0.3905,0.2949,0.3195,0.3261,0.3705,0.3328,0.3722,0.4263,0.3779,0.3421,0.3421,0.3421,0.266,0.3421,0.3421,0.3421,0.3421,0.3178,0.3255,0.3255,0.4417,0.4417,0.4417,0.3656,0.4417,0.3975,0.4417,0.4417,0.4417,0.3975,0.4417,0.3334,0.3338,0.2749,0.2449,0.2906,0.2573,0.3334,0.3037,0.3262,0.287,0.3344,0.3546,0.2578,0.3669,0.2814,0.306,0.291,0.3539,0.2741,0.3851,0.3662,0.3122,0.5559,0.4045,0.5897,0.44,0.4795,0.4591,0.5476,0.5027,0.5325,0.5521,0.5104,0.3217,0.3217,0.2939,0.2698,0.3055,0.2765,0.3208,0.3328,0.321,0.3309,0.2556,0.6349,0.4239,0.4484,0.4858,0.633,0.4768,0.5907,0.6653,0.6348,0.4897,0.5341,0.7143,0.6135,0.5131,0.9742,0.6382,0.7143,0.7143,0.7143,0.6382,0.5765,0.6135
Condition_10_prime_4,0.4116,0.3245,0.4409,0.2715,0.3792,0.3548,0.3617,0.4588,0.3813,0.4116,0.4056,0.3262,0.2248,0.3893,0.2502,0.282,0.2883,0.3258,0.2801,0.3268,0.3732,0.3332,0.4805,0.4644,0.4805,0.3963,0.4805,0.4805,0.4802,0.4805,0.4363,0.442,0.4417,0.4841,0.3991,0.4841,0.3384,0.4522,0.408,0.4839,0.4684,0.4841,0.416,0.4841,0.2892,0.2895,0.2749,0.208,0.2536,0.2131,0.2892,0.2518,0.2663,0.235,0.2902,0.3096,0.2133,0.3657,0.2367,0.2685,0.2533,0.3092,0.2741,0.3224,0.3207,0.2598,0.4942,0.3439,0.527,0.3789,0.4264,0.4044,0.4865,0.4347,0.4604,0.4894,0.4498,0.2847,0.2846,0.2496,0.2697,0.2684,0.2462,0.2687,0.3327,0.2688,0.2938,0.2113,0.6454,0.4426,0.4816,0.5102,0.6062,0.5493,0.6009,0.6305,0.6446,0.507,0.5765,0.8313,0.6661,0.6244,0.6382,0.9742,0.7567,0.796,0.7463,0.7662,0.6895,0.6569
Condition_10_prime_5,0.464,0.3937,0.4417,0.3162,0.3797,0.3993,0.4224,0.4588,0.4424,0.464,0.4577,0.3712,0.2693,0.3905,0.2949,0.3195,0.3261,0.3705,0.3328,0.3722,0.4263,0.3779,0.4278,0.4278,0.4278,0.3436,0.4278,0.4278,0.4278,0.4279,0.3909,0.3993,0.3993,0.5246,0.4719,0.5246,0.4108,0.5246,0.4647,0.5245,0.5246,0.5246,0.4647,0.5246,0.3334,0.3338,0.2749,0.2449,0.2906,0.2573,0.3334,0.3037,0.3262,0.287,0.3344,0.3546,0.2578,0.3669,0.2814,0.306,0.291,0.3539,0.2741,0.3851,0.3662,0.3122,0.5559,0.4045,0.5897,0.44,0.4795,0.4591,0.5476,0.5027,0.5325,0.5521,0.5104,0.3217,0.3217,0.2939,0.2698,0.3055,0.2765,0.3208,0.3328,0.321,0.3309,0.2556,0.7178,0.5068,0.523,0.5065,0.6826,0.5295,0.6579,0.7029,0.7176,0.5568,0.617,0.8476,0.7468,0.6285,0.7143,0.7567,0.9742,0.8468,0.8173,0.7634,0.6949,0.7122
Condition_10_prime_6,0.464,0.3937,0.4417,0.3162,0.3797,0.3993,0.4224,0.4588,0.4424,0.464,0.4577,0.3712,0.2693,0.3905,0.2949,0.3195,0.3261,0.3705,0.3328,0.3722,0.4263,0.3779,0.4725,0.4429,0.4725,0.3666,0.459,0.459,0.4725,0.4733,0.4283,0.444,0.444,0.5868,0.4887,0.5868,0.4194,0.5413,0.4971,0.5867,0.5711,0.5868,0.5188,0.5868,0.3334,0.3338,0.2749,0.2449,0.2906,0.2573,0.3334,0.3037,0.3262,0.287,0.3344,0.3546,0.2578,0.3669,0.2814,0.306,0.291,0.3539,0.2741,0.3851,0.3662,0.3122,0.5559,0.4045,0.5897,0.44,0.4795,0.4591,0.5476,0.5027,0.5325,0.5521,0.5104,0.3217,0.3217,0.2939,0.2698,0.3055,0.2765,0.3208,0.3328,0.321,0.3309,0.2556,0.7659,0.54,0.5815,0.5069,0.6831,0.546,0.7217,0.751,0.7658,0.6194,0.6876,0.9346,0.7798,0.6938,0.7143,0.796,0.8468,0.9742,0.8812,0.8422,0.7645,0.782
Condition_10_prime_7,0.464,0.3937,0.4417,0.3162,0.3797,0.3993,0.4224,0.4588,0.4424,0.464,0.4577,0.3712,0.2693,0.3905,0.2949,0.3195,0.3261,0.3705,0.3328,0.3722,0.4263,0.3779,0.4378,0.4161,0.4378,0.3318,0.4242,0.4242,0.4378,0.4378,0.4008,0.4167,0.4167,0.5613,0.4789,0.5613,0.4096,0.5315,0.4717,0.5613,0.5613,0.5613,0.4934,0.5613,0.3334,0.3338,0.2749,0.245,0.2906,0.2573,0.3334,0.3037,0.3262,0.287,0.3344,0.3546,0.2578,0.3669,0.2814,0.306,0.291,0.3539,0.2741,0.3851,0.3662,0.3122,0.5559,0.4045,0.5897,0.44,0.4795,0.4591,0.5476,0.5027,0.5325,0.5521,0.5104,0.3217,0.3217,0.2939,0.2698,0.3055,0.2765,0.3208,0.3328,0.321,0.3309,0.2556,0.7561,0.5303,0.556,0.4971,0.6756,0.5283,0.6962,0.744,0.756,0.594,0.6622,0.8812,0.7493,0.6457,0.7143,0.7463,0.8173,0.8812,0.9742,0.7888,0.7191,0.7643
Condition_10_prime_8,0.4041,0.3176,0.3818,0.2643,0.3279,0.3474,0.3544,0.3909,0.4424,0.4041,0.3979,0.3193,0.2174,0.3307,0.243,0.2753,0.2819,0.3187,0.273,0.3204,0.3664,0.326,0.4536,0.3802,0.4536,0.4238,0.44,0.44,0.4533,0.4536,0.4017,0.4085,0.3933,0.5302,0.4235,0.5302,0.447,0.4765,0.4323,0.53,0.5145,0.5302,0.4782,0.5302,0.2815,0.2819,0.207,0.2449,0.2464,0.2054,0.2816,0.3037,0.2582,0.2271,0.2825,0.3027,0.2059,0.3071,0.2295,0.2618,0.2468,0.3021,0.2143,0.3851,0.3143,0.2524,0.4879,0.3366,0.5217,0.3721,0.4197,0.3993,0.4796,0.4266,0.5325,0.4841,0.4425,0.2775,0.2775,0.2939,0.2328,0.2613,0.2396,0.261,0.2809,0.321,0.2867,0.2037,0.7012,0.4835,0.6486,0.4585,0.6224,0.4894,0.6567,0.6863,0.7004,0.5776,0.631,0.8818,0.6893,0.8122,0.6382,0.7662,0.7634,0.8422,0.7888,0.9742,0.7957,0.7062
Condition_10_prime_9,0.365,0.3694,0.3383,0.2238,0.2889,0.312,0.33,0.3421,0.339,0.365,0.3587,0.2951,0.2693,0.3063,0.2106,0.2515,0.2581,0.2944,0.2486,0.2961,0.342,0.3018,0.5235,0.4283,0.5235,0.3715,0.5016,0.5016,0.5235,0.502,0.4637,0.4682,0.431,0.5865,0.4884,0.5865,0.4123,0.5325,0.4803,0.5862,0.5789,0.5865,0.5265,0.5865,0.257,0.2571,0.1813,0.1769,0.2223,0.189,0.257,0.2268,0.3254,0.287,0.2578,0.2784,0.2578,0.2827,0.1972,0.238,0.2231,0.2778,0.2741,0.3009,0.2901,0.3122,0.4473,0.3898,0.4751,0.3284,0.3842,0.3586,0.4389,0.3859,0.4179,0.4435,0.407,0.2437,0.2437,0.2149,0.1937,0.2356,0.2073,0.3167,0.2457,0.2407,0.2519,0.2556,0.6469,0.5573,0.4953,0.4492,0.5741,0.4285,0.5948,0.6337,0.6461,0.6356,0.6968,0.804,0.7297,0.7012,0.5765,0.6895,0.6949,0.7645,0.7191,0.7957,0.9742,0.7566
Condition_10_prime_10,0.3797,0.3937,0.3574,0.2319,0.3036,0.3232,0.33,0.3664,0.3582,0.3797,0.3735,0.2951,0.2693,0.3063,0.2106,0.2515,0.2581,0.2944,0.2486,0.2961,0.342,0.3018,0.4488,0.4107,0.4488,0.3344,0.4268,0.4268,0.4487,0.4488,0.4184,0.4268,0.5398,0.5951,0.4805,0.5951,0.4112,0.5331,0.4889,0.5951,0.5795,0.5951,0.5272,0.5951,0.2573,0.2576,0.1825,0.177,0.2226,0.1893,0.2573,0.2276,0.3262,0.287,0.2582,0.2784,0.2578,0.2827,0.1972,0.238,0.2231,0.2778,0.2741,0.3009,0.2901,0.3122,0.4717,0.4045,0.5054,0.3476,0.4034,0.383,0.4633,0.4103,0.4483,0.4678,0.4344,0.2456,0.2455,0.2177,0.1937,0.2375,0.2086,0.3208,0.2486,0.2449,0.2547,0.2556,0.6475,0.5578,0.5257,0.3979,0.5754,0.4371,0.6033,0.6326,0.6474,0.6372,0.7054,0.7823,0.745,0.5725,0.6135,0.6569,0.7122,0.782,0.7643,0.7062,0.7566,0.9742
